"gene.sets";"genes";"Level";"Term"
"GO:0016740";"YALI1_B29539g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E21962g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E36098g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D04186g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E18121g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C05908g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E28545g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B14236g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E32096g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E17162g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B19079g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E16002g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E13472g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F15403g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F26574g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F04211g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E15659g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E25018g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C23707g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E13787g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A12284g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F12138g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F04157g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F27758g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B15109g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F34051g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F37685g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B20835g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B22721g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E31498g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B18741g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D00173g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E37764g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A12225g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E20192g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A09939g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F35714g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C30683g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F23414g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A20176g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A21040g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A08175g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E27697g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C32184g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D15181g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A05335g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F12842g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E39395g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C21891g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C11271g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C25257g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B02931g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F20914g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E22238g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F34729g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E25585g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F09932g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F13097g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E06441g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A04848g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B21618g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F17962g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B04589g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F32969g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C17238g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E35503g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E03846g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C07979g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E08382g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E01530g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E03416g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E29535g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E11630g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E15093g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C26017g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B26153g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C05554g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D25450g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F30903g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E18539g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E22262g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A09408g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F27002g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C18901g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B21042g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B29133g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E24028g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B13041g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F28485g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C28879g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D14532g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B19388g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D16009g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F18897g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C03495g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F10385g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D17770g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F00654g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C07360g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C06695g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D21022g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F36552g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E33150g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E27504g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E19458g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E21983g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B19520g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D04814g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C16200g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B21208g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D01431g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A00801g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C05252g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D12909g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E04688g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E32908g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F34202g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F38116g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E19557g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C17848g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D17983g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B21423g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D10135g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D15367g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E13899g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B07983g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D12271g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D21543g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F34895g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A02775g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C22186g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B20153g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B22410g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E40782g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F31135g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B21313g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D18845g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E14824g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C25352g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A03837g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D34684g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D20885g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E08114g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C23511g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B29895g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E27273g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F12969g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F12757g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F03842g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E03300g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B26350g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C02086g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E11510g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B18012g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E12223g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D28569g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E31982g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B02806g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C29447g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E30073g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B13948g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B19844g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F17103g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F27465g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D13019g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D01780g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D07118g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E01159g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C15687g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C09072g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E01793g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B11648g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E21915g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C00772g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F34029g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E36477g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D21565g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F23157g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A02974g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C07816g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C02831g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D33418g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E13848g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F39041g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D10192g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D18130g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C15398g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F10900g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E15086g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F38776g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B11532g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D20985g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E00760g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D33428g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E17431g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A04071g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E30725g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E40471g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C09308g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E11768g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F26860g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E17616g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F24667g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F11199g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F20426g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D11015g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E25443g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D07451g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F37714g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F30754g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B17871g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F08349g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F08562g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F34105g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F29192g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D30899g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D23067g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F21778g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C32810g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F12874g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D05270g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E27556g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D10930g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D30618g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A08546g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E31248g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C00209g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D24249g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D27385g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E25761g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F22908g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D32209g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C01944g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B19602g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F36966g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B05043g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F21540g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B25593g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D35787g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B09592g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C08922g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E16694g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F10110g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D33696g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B10813g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E34425g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E14910g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E06355g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B19576g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B03719g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F12917g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E39295g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B16087g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D29419g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E18171g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E21026g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D29549g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F13339g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F18524g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B04248g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C29854g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F34472g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E21513g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E07121g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E01033g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E07347g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C24434g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E34494g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E07744g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B01325g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A03069g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F09747g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A01602g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B12847g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D26586g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C08197g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E22718g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B27307g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C00293g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F31405g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D06131g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B27874g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C29926g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D13201g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B29243g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F33951g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C20452g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F16984g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B01428g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D18673g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E15432g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B22853g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_F02508g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C01800g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D14628g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B05711g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E21312g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E22207g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_B02533g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_A08468g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_C33270g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E07506g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_D00848g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E39335g";"molecular_function";"transferase activity"
"GO:0016740";"YALI1_E22736g";"molecular_function";"transferase activity"
"GO:0016741";"YALI1_C15297g";"molecular_function";"transferase activity, transferring one-carbon groups"
"GO:0016742";"YALI1_D03865g";"molecular_function";"hydroxymethyl-, formyl- and related transferase activity"
"GO:0016742";"YALI1_F10110g";"molecular_function";"hydroxymethyl-, formyl- and related transferase activity"
"GO:0016743";"YALI1_D18130g";"molecular_function";"carboxyl- or carbamoyltransferase activity"
"GO:0016743";"YALI1_E11768g";"molecular_function";"carboxyl- or carbamoyltransferase activity"
"GO:0016746";"YALI1_D10264g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B16087g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E06441g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E04688g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E22238g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F38116g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E14824g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E03416g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C19814g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B02533g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D00173g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E01614g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E27273g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B01325g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E16002g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B13179g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E20192g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B13948g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F28064g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D10192g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D30899g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E34494g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E22736g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C06695g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B26639g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D25450g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D30618g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C16200g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B19388g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E02348g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C07816g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E25761g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B16687g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C00230g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E38810g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B11532g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C15687g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B21356g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_D34860g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F34729g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_B25427g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E13899g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_A10318g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F25951g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_C32810g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F09747g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_F38317g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016746";"YALI1_E35652g";"molecular_function";"transferase activity, transferring acyl groups"
"GO:0016747";"YALI1_C33270g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_F38317g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_E13899g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_E38810g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_C06695g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_E22238g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_B11532g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_D00173g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_D10192g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016747";"YALI1_E01235g";"molecular_function";"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0016757";"YALI1_D20985g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D08050g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C01944g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C24434g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_A20063g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E07121g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F12176g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E34238g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_A21970g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E39395g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F15403g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F23157g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B21423g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E03846g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C32184g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D23067g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E17616g";"molecular_function";"transferase activity, transferring glycosyl groups"
