"";"genes";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"YALI1_C08242g";"YALI1_C08242g";-0,639449822711184;6,12139070612347;-4,41782905283929;8,00787979827985e-05;0,0154001538370669;0,931234910470667
"YALI1_B05609g";"YALI1_B05609g";2,21922455987056;2,38234613830292;4,39747602265295;8,52071369191156e-05;0,0154224917823599;1,34887020483863
"YALI1_B10933g";"YALI1_B10933g";-0,444404565287238;9,11410058523438;-4,28991147498569;0,000118148640427317;0,0198313813619421;0,428369027397697
"YALI1_E40671g";"YALI1_E40671g";-0,992465794442037;4,12678137971044;-4,2780860819772;0,00012245571851703;0,0198313813619421;0,983267395349064
"YALI1_C30749g";"YALI1_C30749g";0,455947272979592;7,54225526265772;4,17629352509426;0,000166476076183071;0,0256123443207655;0,258851411821581
"YALI1_F21989g";"YALI1_F21989g";-1,21879940972377;3,39880369927737;-4,08181685286742;0,000220962731462205;0,0323208642129575;0,314643523618114
"YALI1_E28052g";"YALI1_E28052g";-1,07380211829391;4,17686702216361;-4,05253239611612;0,000241137534436474;0,0323208642129575;-0,0673564036984162
"YALI1_C01576g";"YALI1_C01576g";1,48410198340088;3,87406374492434;4,05190002699188;0,000241592420181353;0,0323208642129575;0,502458269203469
"YALI1_C13768g";"YALI1_C13768g";0,521010692235334;7,38013066314684;3,99154284975318;0,000289083368539083;0,0370628968747817;-0,149197638745339
"YALI1_E27834g";"YALI1_E27834g";0,637364169027888;7,63003966449804;3,9594502371189;0,000317917781796185;0,0391293205834744;-0,293793952831844
"YALI1_F15403g";"YALI1_F15403g";-0,400693178033405;8,70821580875032;-3,92849046384315;0,000348375425971696;0,0412288917582657;-0,608470010390721
"YALI1_F07793g";"YALI1_F07793g";-0,781013848747211;6,43850033342183;-3,90188931048149;0,000376795100988176;0,0429406861385414;-0,748694540525736
"YALI1_C18391g";"YALI1_C18391g";0,372604682995483;10,0474361631951;3,85896224096116;0,000427467546636138;0,0469756300356928;-1,05497999145699
"YALI1_A18719g";"YALI1_A18719g";-0,552872893299609;7,12944522767885;-3,8416994038634;0,000449657895241086;0,0477102532295456;-0,608267728135083
"YALI1_E27792g";"YALI1_E27792g";0,559374384921921;7,6182689494574;3,79751894214141;0,000511657105992872;0,0524789638380022;-0,738893709616208
"YALI1_E29900g";"YALI1_E29900g";-0,337111358405963;9,98290911969221;-3,74230138118533;0,000600856403817466;0,0596398436950434;-1,4068839378671
"YALI1_B13259g";"YALI1_B13259g";0,837448002472334;6,06055225493584;3,71820646680103;0,000644334102967124;0,0619139301766188;-0,599667730120425
"YALI1_D17885g";"YALI1_D17885g";-2,38505877139429;3,42828821735422;-3,70781458292598;0,000664010300886715;0,0619139301766188;-0,470269890535167
"YALI1_C28497g";"YALI1_C28497g";-1,01897145133101;4,61848097209534;-3,69156876041869;0,000695938593872778;0,0629824427454864;-0,582130442647506
"YALI1_C00827g";"YALI1_C00827g";-0,493267660215366;8,63623830492369;-3,62406600121129;0,000845208598965179;0,0743059102575959;-1,49759664924775
"YALI1_D25063g";"YALI1_D25063g";-0,507383964162402;7,58497998612436;-3,61250204037279;0,000873701088855977;0,0746771736224956;-1,54170293585177
"YALI1_B28394g";"YALI1_B28394g";-0,893941755963587;5,19176660750331;-3,54051031704686;0,001073019159856;0,0892345933750514;-1,1119247314111
"YALI1_A12138g";"YALI1_A12138g";0,784711472575247;6,36972836264565;3,51724226733862;0,00114631111046339;0,0928210338656805;-1,22446336740781
"YALI1_B12874g";"YALI1_B12874g";0,224331985992514;12,4617144559248;3,50360786473022;0,00119146792330925;0,0940037641031425;-2,41727181502368
"YALI1_D30285g";"YALI1_D30285g";0,385876261878936;7,95933382122367;3,48774221480568;0,0012461654003989;0,0943181357168019;-1,65332281601588
"YALI1_D22906g";"YALI1_D22906g";-1,08688571030988;6,444333561068;-3,4847471980056;0,0012567577394829;0,0943181357168019;-1,2555979851517
"YALI1_A21372g";"YALI1_A21372g";-1,78385678914646;4,84818491177901;-3,45834998378521;0,00135392624445146;0,0991912155756466;-1,00575317548715
"YALI1_D01497g";"YALI1_D01497g";-0,626263338803007;4,36885361666946;-3,42144884347558;0,0015019024403532;0,107473344394577;-1,59319680455343
"YALI1_B22351g";"YALI1_B22351g";-0,649782277220337;6,08324485563903;-3,4064114461984;0,0015665414921573;0,109551094803819;-1,49757498591049
"YALI1_E41251g";"YALI1_E41251g";-0,957406838415833;4,08327908669289;-3,38940855825288;0,00164283545997145;0,112333438007381;-1,33664023303612
"YALI1_E05446g";"YALI1_E05446g";0,961839879553943;5,98833887983006;3,36657150290885;0,00175091531007974;0,117121008893813;-1,47027146554997
"YALI1_A16952g";"YALI1_A16952g";2,81432775069765;3,70759303530991;3,34677879955363;0,00185005326849732;0,120279965153839;-1,38959058427237
"YALI1_A06384g";"YALI1_A06384g";-1,24395597708212;4,53950079681846;-3,34170437913518;0,00187632054838618;0,120279965153839;-1,37662338253113
"YALI1_F13373g";"YALI1_F13373g";-1,11715392518627;4,55664065154355;-3,3236177439941;0,00197287008931523;0,123888189078019;-1,4044140217622
"YALI1_E09456g";"YALI1_E09456g";-2,11275854456928;2,94131859634882;-3,29759151722194;0,00212015522525136;0,130474352561969;-1,53650758093281
"YALI1_B22266g";"YALI1_B22266g";-0,866979811806207;5,51458038761962;-3,26324247982151;0,00233063742253421;0,140615124492897;-1,6925243238487
"YALI1_A01732g";"YALI1_A01732g";0,428355385496773;7,88499825766599;3,24560458342264;0,00244630377135397;0,144123289525702;-2,31646610282516
"YALI1_A06311g";"YALI1_A06311g";0,371036507685499;11,8507353665269;3,24025346107539;0,0024824616005402;0,144123289525702;-3,05858559677422
"YALI1_B16584g";"YALI1_B16584g";-1,93066244637815;3,16812859292523;-3,21738867499971;0,00264276308733915;0,150588555921158;-1,58799645787678
"YALI1_A19123g";"YALI1_A19123g";-0,997185112055394;3,81349476898941;-3,17820846054724;0,00294054476225722;0,164510113335736;-1,91235765150197
"YALI1_D28825g";"YALI1_D28825g";-2,38646693379175;2,59109797427012;-3,13090533040945;0,00334250434445546;0,183658676212312;-1,89103831197335
"YALI1_F19841g";"YALI1_F19841g";-0,748380102186948;4,71260616987661;-3,11772894104483;0,00346341626614936;0,186963716683186;-2,16091651940137
"YALI1_E32269g";"YALI1_E32269g";-2,65096189289509;2,20377190031984;-3,08058983568947;0,00382686925881585;0,199898540167749;-1,91145747380041
"YALI1_A00058g";"YALI1_A00058g";-2,53672639263219;1,9416378633885;-3,07899183422302;0,00384328905543075;0,199898540167749;-2,02164374275304
"YALI1_D33364g";"YALI1_D33364g";0,362050785223305;8,41964697895109;3,07372068581086;0,00389792408516897;0,199898540167749;-2,81685666806465
"YALI1_E17613g";"YALI1_E17613g";-0,961585026815515;3,34682243947242;-3,05500576194373;0,0040978834981711;0,204256783459909;-2,29169846813312
"YALI1_F08650g";"YALI1_F08650g";1,86009357500537;2,33268892856466;3,04748431552692;0,0041809404604584;0,204256783459909;-2,03679172469593
"YALI1_E05599g";"YALI1_E05599g";-1,24220498669475;5,14089384786885;-3,03929047364344;0,00427322781406418;0,204256783459909;-2,26077581932462
"YALI1_E14385g";"YALI1_E14385g";-1,09990509019805;3,68199396379382;-3,03572587739891;0,0043139723395864;0,204256783459909;-2,01748202754512
"YALI1_F16165g";"YALI1_F16165g";0,990970434789684;5,32542054830436;3,03565234507226;0,00431481668017357;0,204256783459909;-2,17856404673581
"YALI1_E00389g";"YALI1_E00389g";-1,75797997589303;2,59741145342125;-2,99038634191337;0,0048651935681887;0,215905183820177;-2,0930169707434
"YALI1_F31292g";"YALI1_F31292g";-1,84486375904518;4,23096803300646;-2,97845987494977;0,00502083205370901;0,215905183820177;-2,10229451918031
"YALI1_F13046g";"YALI1_F13046g";-1,72160197290044;3,90406821333913;-2,97514386789962;0,00506492971419223;0,215905183820177;-2,13035312906235
"YALI1_E26229g";"YALI1_E26229g";0,88209242703735;6,19977819423526;2,9724847058991;0,00510055502527161;0,215905183820177;-2,39986685591708
"YALI1_E32816g";"YALI1_E32816g";-1,16994661933001;4,24825356256331;-2,97207529734284;0,00510606081914458;0,215905183820177;-2,15400834715321
"YALI1_E12952g";"YALI1_E12952g";-0,554257699268128;6,68416864287109;-2,97087589943789;0,00512222267527604;0,215905183820177;-2,82045962264834
"YALI1_C07481g";"YALI1_C07481g";0,655798785097533;6,20637563781744;2,97035664359608;0,00512923452979525;0,215905183820177;-2,64799137510281
"YALI1_E13453g";"YALI1_E13453g";0,411247237672226;15,2761220207444;2,966080953877;0,00518731573608595;0,215905183820177;-4,20887874918752
"YALI1_B10094g";"YALI1_B10094g";0,314297358119664;8,80488809630064;2,9657095571104;0,00519238986112874;0,215905183820177;-3,20230025546797
"YALI1_B08247g";"YALI1_B08247g";0,361269603469355;10,2690658710361;2,95935025147087;0,00527999891132626;0,216620755335345;-3,54482412780781
"YALI1_F34557g";"YALI1_F34557g";-0,391836949626201;10,1480855853862;-2,95261436242409;0,0053743083385266;0,217588773126925;-3,46765124162162
"YALI1_F06797g";"YALI1_F06797g";1,42767872516735;3,26218244172454;2,94371750102477;0,00550129802555747;0,219837584735589;-2,20368287586306
"YALI1_F15108g";"YALI1_F15108g";-1,55787135713656;2,84629270248227;-2,93310696560667;0,00565642768182462;0,22044501837567;-2,19774495236219
"YALI1_E37749g";"YALI1_E37749g";-0,840899832906686;4,19041734341245;-2,93288040643692;0,00565978435218653;0,22044501837567;-2,56216724757349
"YALI1_D28003g";"YALI1_D28003g";-1,15817419713908;2,73318063184378;-2,92382601615268;0,00579547180918859;0,221653312511273;-2,23350656300061
"YALI1_E11215g";"YALI1_E11215g";-0,62404914887196;6,62743967693161;-2,92123370026366;0,00583487757991977;0,221653312511273;-2,81833317692306
"YALI1_F34141g";"YALI1_F34141g";1,09716931991736;4,00486952975174;2,90917613140447;0,00602148612497257;0,224190926507033;-2,35799979643631
"YALI1_E29776g";"YALI1_E29776g";-1,23968175080433;3,67566486703227;-2,9062607764425;0,00606743710575894;0,224190926507033;-2,3754154664788
"YALI1_A00032g";"YALI1_A00032g";-1,07137885328469;2,61963524698687;-2,90293491002047;0,00612025928715984;0,224190926507033;-2,44572306285457
"YALI1_C24016g";"YALI1_C24016g";-0,710320236077768;5,50484778389534;-2,88472082467779;0,0064172543477211;0,229822408839805;-2,6746393054098
"YALI1_E27826g";"YALI1_E27826g";0,449990103242341;7,53550570837131;2,86933056584351;0,00667865568489584;0,229822408839805;-3,18802645595776
"YALI1_D17832g";"YALI1_D17832g";0,604565662148083;6,34416847427388;2,86836598452495;0,00669536592391107;0,229822408839805;-2,74641589049026
"YALI1_C03887g";"YALI1_C03887g";0,587738650124161;7,58705376943357;2,86067540998475;0,00683000016216119;0,229822408839805;-2,85199683235073
"YALI1_C09033g";"YALI1_C09033g";1,06400468499199;3,47259373813452;2,85940995063603;0,00685239459926272;0,229822408839805;-2,46045491923809
"YALI1_F39009g";"YALI1_F39009g";-0,66851035620628;5,50956847549342;-2,85768434521608;0,0068830426203813;0,229822408839805;-2,77615818430786
"YALI1_A15528g";"YALI1_A15528g";-2,24285378670493;1,39207689626159;-2,85212311007387;0,0069826874352232;0,229822408839805;-2,43001981529636
"YALI1_B18887g";"YALI1_B18887g";0,291689093695375;9,00646557141578;2,85180005397706;0,00698851706196947;0,229822408839805;-3,4886471115905
"YALI1_F13155g";"YALI1_F13155g";-0,238850092780643;9,76148143129512;-2,85137640942654;0,00699616871780842;0,229822408839805;-3,73718234976413
"YALI1_C26167g";"YALI1_C26167g";1,57960666155201;3,37221854255102;2,85001013107644;0,00702089906757937;0,229822408839805;-2,3749062565486
"YALI1_F11337g";"YALI1_F11337g";0,411509423783833;8,33122186463463;2,8423020998509;0,00716195387546781;0,231044563377104;-3,33565372006936
"YALI1_E05309g";"YALI1_E05309g";-1,17254266317955;2,94741296334043;-2,83979445541346;0,00720841016711148;0,231044563377104;-2,44046646474681
"YALI1_A07171g";"YALI1_A07171g";0,487518522840872;6,92391819384068;2,8017504174732;0,00794858239960939;0,252142144779362;-3,19934320807023
"YALI1_A06761g";"YALI1_A06761g";0,806637606048894;4,49809937999833;2,79384913465935;0,00811092688406616;0,254666551247669;-2,74860677014557
"YALI1_F21908g";"YALI1_F21908g";-0,475126389509446;6,85508349869626;-2,78943318850923;0,00820299826509061;0,254955814764483;-3,35224154028459
"YALI1_C24198g";"YALI1_C24198g";-0,430715009418742;9,0868963146802;-2,78425529757375;0,00831219399578487;0,2557662092503;-3,64861536960117
"YALI1_B27874g";"YALI1_B27874g";-0,392782152560178;7,61375529688612;-2,77213238118278;0,00857316078282354;0,25872912093449;-3,69383176974966
"YALI1_A06591g";"YALI1_A06591g";0,297552411683844;8,87321296460095;2,77187014596095;0,00857888908599649;0,25872912093449;-3,8512523734058
"YALI1_B00704g";"YALI1_B00704g";0,436149666124398;7,58383453558043;2,75768104317014;0,00889419291450061;0,25872912093449;-3,43142050671361
"YALI1_B20243g";"YALI1_B20243g";-1,94834034553357;2,66536943916773;-2,7562299588794;0,00892703766124597;0,25872912093449;-2,56859193534317
"YALI1_D12626g";"YALI1_D12626g";1,18710954465895;3,80965301922474;2,75612776432187;0,00892935503577009;0,25872912093449;-2,61816963275141
"YALI1_E24201g";"YALI1_E24201g";0,621159233627044;6,9958383204349;2,75105333904922;0,00904512804063459;0,25872912093449;-3,20167335060695
"YALI1_A19974g";"YALI1_A19974g";1,10392776531047;3,80121295791814;2,74972197192355;0,00907573305781607;0,25872912093449;-2,6426760378659
"YALI1_E23781g";"YALI1_E23781g";-1,35714939230563;4,38603247560685;-2,74948610420753;0,00908116511567271;0,25872912093449;-2,60346137568677
"YALI1_D19562g";"YALI1_D19562g";-1,78540231258199;2,4485800110181;-2,73796250495633;0,00935025850245657;0,262379021143398;-2,59822131729762
"YALI1_D00221g";"YALI1_D00221g";0,445784987185401;7,469121708168;2,73605622609423;0,00939547944296448;0,262379021143398;-3,42192843157034
"YALI1_A06751g";"YALI1_A06751g";-0,275211074093471;9,05678720523389;-2,73313851458045;0,00946508656058408;0,262379021143398;-3,81108458477315
"YALI1_E23610g";"YALI1_E23610g";-1,49445833900275;3,66772548342505;-2,72050770639352;0,00977196581087201;0,26459808256852;-2,6369271957223
"YALI1_A15846g";"YALI1_A15846g";-0,577742595463834;5,36024287217823;-2,72012786746898;0,00978133561211204;0,26459808256852;-3,05584619302417
"YALI1_C08834g";"YALI1_C08834g";-1,76067822272942;2,34727315298034;-2,71743445650576;0,00984801531314345;0,26459808256852;-2,64231245017747
"YALI1_E32241g";"YALI1_E32241g";0,507879045734507;3,94767464149715;2,7157830643227;0,00988910610834572;0,26459808256852;-3,44417870029061
"YALI1_F38954g";"YALI1_F38954g";-0,832076276891379;3,05724628374257;-2,70652439063027;0,0101224405105662;0,268506460784588;-2,90574653154682
"YALI1_A06612g";"YALI1_A06612g";0,324862167406962;9,43969448181765;2,70119740621054;0,0102589885651268;0,268525383369897;-3,94775563953521
"YALI1_C17343g";"YALI1_C17343g";0,512883353125908;7,35965059712098;2,6996994870308;0,0102976910099603;0,268525383369897;-3,56960106851935
"YALI1_F02378g";"YALI1_F02378g";0,193991409639349;11,2683408388248;2,69156189125919;0,0105103162990968;0,269573661328296;-4,26860742257864
"YALI1_E36472g";"YALI1_E36472g";-1,31179542657406;1,9339222437854;-2,68957512932484;0,0105628409047056;0,269573661328296;-2,73519093921323
"YALI1_C17800g";"YALI1_C17800g";0,452958339952035;6,90240151150639;2,68814802948571;0,0106007192137549;0,269573661328296;-3,43418243718302
"YALI1_E23498g";"YALI1_E23498g";-0,500179326096995;6,66771672371992;-2,67585677173605;0,0109321915545299;0,274443394263028;-3,42747084834578
"YALI1_D22053g";"YALI1_D22053g";0,633910502809186;5,87367969573546;2,6744548744844;0,010970600420654;0,274443394263028;-3,26362719739466
"YALI1_F07055g";"YALI1_F07055g";-2,28970891688169;1,82108507250656;-2,6596341185237;0,0113843488207795;0,281071731037584;-2,80165199963945
"YALI1_F19619g";"YALI1_F19619g";-0,588321630634224;6,0745893178618;-2,65844176946024;0,0114182536170614;0,281071731037584;-3,29187044054231
"YALI1_C26408g";"YALI1_C26408g";-0,370098797831981;8,04085756676694;-2,64469384568703;0,0118159663967173;0,287265131129845;-3,86130263236408
"YALI1_D03278g";"YALI1_D03278g";-0,763144914478424;4,87299069655285;-2,6433143178416;0,0118565718730875;0,287265131129845;-3,17571753768432
"YALI1_D27995g";"YALI1_D27995g";0,692213815654257;5,47104896536742;2,63232687899022;0,0121846004157528;0,292906370931807;-3,19582607406239
"YALI1_F00894g";"YALI1_F00894g";-1,25209613745668;3,7915396715657;-2,62885829008326;0,0122898781067734;0,293146937477068;-2,84997326729223
"YALI1_A03170g";"YALI1_A03170g";-1,27985909653932;3,25873646097527;-2,61247572836211;0,0127985298794465;0,302244408187351;-2,87025488217969
"YALI1_A16264g";"YALI1_A16264g";1,09462665375428;3,98182208288042;2,60665832588096;0,0129837615751466;0,302244408187351;-2,9636301433757
"YALI1_E28046g";"YALI1_E28046g";-0,99759644877062;3,81002232141109;-2,60206874428212;0,0131316343382459;0,302244408187351;-3,15879212971303
"YALI1_C10385g";"YALI1_C10385g";1,30393315324636;3,77848868914456;2,60076108124014;0,0131740487196244;0,302244408187351;-2,90330809900941
"YALI1_E28863g";"YALI1_E28863g";0,503970426234421;5,95479479481628;2,59989134090829;0,0132023286532207;0,302244408187351;-3,53091803314905
"YALI1_A07472g";"YALI1_A07472g";-1,05469723199229;4,09042399322666;-2,59478898883271;0,0133693602775038;0,302244408187351;-2,99919345538214
"YALI1_F15708g";"YALI1_F15708g";1,67632324206124;3,50700738184565;2,59457264126224;0,0133764853986894;0,302244408187351;-2,88060510125168
"YALI1_D04469g";"YALI1_D04469g";0,616605522383243;4,69874212262183;2,59175752865647;0,0134695159798477;0,302244408187351;-3,37307418138489
"YALI1_E19916g";"YALI1_E19916g";-0,56756448612618;5,11423714926142;-2,58917679563964;0,0135553228241321;0,302244408187351;-3,40204413881572
"YALI1_C06548g";"YALI1_C06548g";-1,08439607808808;3,30184617665283;-2,58606871343418;0,013659329764943;0,302372357458487;-2,96982509880177
"YALI1_C31576g";"YALI1_C31576g";-0,428009002823396;5,81413635863373;-2,57247617320929;0,0141228459452362;0,309478896472262;-3,86880710307193
"YALI1_C07223g";"YALI1_C07223g";0,478796096236238;6,33497151926997;2,56906684779093;0,0142413484469678;0,309478896472262;-3,69238643822109
"YALI1_C14641g";"YALI1_C14641g";-1,55753626891894;1,46925922619067;-2,56790060381033;0,0142820940198444;0,309478896472262;-2,92448113963105
"YALI1_D23550g";"YALI1_D23550g";0,47366378448538;7,03505685524899;2,55930385262094;0,014585756129268;0,313848752515787;-3,61355971023029
"YALI1_E27846g";"YALI1_E27846g";0,443861193158606;7,34619956178502;2,55327102069539;0,0148023740513739;0,314712001304051;-3,89352024474362
"YALI1_C32850g";"YALI1_C32850g";0,390772995161157;13,8413910010038;2,55249552091204;0,0148304323006459;0,314712001304051;-4,89131476487259
"YALI1_F08392g";"YALI1_F08392g";-1,27592495476322;3,44045451392937;-2,54056344190102;0,0152683305680542;0,321578407761999;-3,00675745165443
"YALI1_F16851g";"YALI1_F16851g";-0,384962558144436;6,5792526976598;-2,53802442537219;0,0153630243552206;0,321578407761999;-3,81931016876099
"YALI1_A06104g";"YALI1_A06104g";0,678427657192309;6,25273024173505;2,52705341583687;0,015778401626483;0,327774720073095;-3,5948165190922
"YALI1_E05285g";"YALI1_E05285g";0,58511359286831;5,21356262619565;2,52244941295826;0,0159557544693167;0,327774720073095;-3,51852563048821
"YALI1_B00711g";"YALI1_B00711g";0,400509836507866;6,89049698399306;2,52185928970794;0,0159786181381099;0,327774720073095;-3,81903393240262
"YALI1_A18675g";"YALI1_A18675g";0,982488737768521;4,62394879054678;2,51673880265253;0,016178266344593;0,328917511134151;-3,24116704858011
"YALI1_F10867g";"YALI1_F10867g";-0,425789844890444;7,30531615881629;-2,51100555413566;0,0164045087404543;0,328917511134151;-3,86709914186958
"YALI1_A07538g";"YALI1_A07538g";-0,222640561457377;10,2791855535062;-2,50995762735748;0,0164461724636178;0,328917511134151;-4,5712906801504
"YALI1_B03085g";"YALI1_B03085g";0,367226036110249;7,68112061205552;2,50780321699674;0,0165321316964804;0,328917511134151;-4,0179075279776
"YALI1_D06988g";"YALI1_D06988g";0,544001555317812;7,30972158410549;2,50688716895396;0,0165688054032478;0,328917511134151;-3,84402486235725
"YALI1_E39990g";"YALI1_E39990g";-0,769574440543153;5,09920752627613;-2,50196393476766;0,0167671808322133;0,330721893722567;-3,38656657256209
"YALI1_D16990g";"YALI1_D16990g";-1,77521301646874;3,51476563578712;-2,48633041436149;0,0174115667971837;0,339986429266139;-3,08453146105628
"YALI1_D07496g";"YALI1_D07496g";0,254300661092175;8,45499025908943;2,48522754670206;0,0174578666961488;0,339986429266139;-4,24618820486677
"YALI1_C01694g";"YALI1_C01694g";0,658119613459986;4,65591967705452;2,47388116246091;0,0179407602601095;0,343835904154917;-3,52799748585262
"YALI1_D25877g";"YALI1_D25877g";-2,11598826050689;2,42955242507848;-2,47069200923464;0,018078661403739;0,343835904154917;-3,11189832256869
"YALI1_D25104g";"YALI1_D25104g";-0,595307760470448;4,57075696233863;-2,47009231067926;0,0181047003169923;0,343835904154917;-3,66922757644873
"YALI1_F28537g";"YALI1_F28537g";1,98376576695882;4,01794407150298;2,46680969237342;0,0182478374928201;0,343835904154917;-3,29053035951782
"YALI1_E35798r";"YALI1_E35798r";-1,74844819674832;2,61252115674703;-2,46373960157935;0,0183826387911201;0,343835904154917;-3,11427542075686
"YALI1_B12227r";"YALI1_B12227r";-1,08635356863186;4,0836271346042;-2,46292390105066;0,0184186065397046;0,343835904154917;-3,30972294617525
"YALI1_E40324g";"YALI1_E40324g";-0,516105171672911;3,9140426163971;-2,46249058328297;0,018437739416822;0,343835904154917;-3,80134325336416
"YALI1_D32181g";"YALI1_D32181g";0,312235068451674;9,46115488532108;2,45598442534218;0,01872719692648;0,347130029775776;-4,4440806427739
"YALI1_B04579g";"YALI1_B04579g";1,92115820637809;3,02317517743815;2,44629357866628;0,0191660064181036;0,353136537416197;-3,14441748745336
"YALI1_F00261g";"YALI1_F00261g";-1,84881612366392;3,04158534481137;-2,4424202288948;0,0193439932188407;0,35394509574596;-3,15565480123232
"YALI1_F02266g";"YALI1_F02266g";-0,172770436188799;12,0220232438511;-2,44034546407645;0,0194399483851372;0,35394509574596;-4,91960244205298
"YALI1_A13596g";"YALI1_A13596g";0,266257250320137;10,5054790317531;2,43345196098551;0,0197618761219142;0,356024721557825;-4,71847490898998
"YALI1_A08532g";"YALI1_A08532g";-0,518561030817017;5,71492029813317;-2,43137622014775;0,0198597572528484;0,356024721557825;-3,80083261224259
"YALI1_B06726g";"YALI1_B06726g";-0,589723687134177;5,80365441288853;-2,4304983683098;0,0199012844029723;0,356024721557825;-3,74943413902806
"YALI1_F35578g";"YALI1_F35578g";1,20470798211704;4,09231105194665;2,41559439716674;0,0206184518157136;0,36534383810736;-3,27191894474812
"YALI1_E16597g";"YALI1_E16597g";-0,784063273066456;5,02127762262092;-2,41475201652098;0,0206596775530324;0,36534383810736;-3,49616596824953
"YALI1_B30333g";"YALI1_B30333g";-0,354673962024271;7,6672275948974;-2,40953994208646;0,0209164194960506;0,365850748730539;-4,26577236041149
"YALI1_B22533g";"YALI1_B22533g";1,17479345588686;3,31022178461389;2,40934375550194;0,020926139673895;0,365850748730539;-3,32443450259129
"YALI1_B03225g";"YALI1_B03225g";-1,44361849206127;3,44947106410813;-2,40662203178157;0,0210614118754114;0,366135391755033;-3,21869976208146
"YALI1_E23659g";"YALI1_E23659g";-0,254056549430391;13,4886735028684;-2,39966511102976;0,0214107839757238;0,367378490586461;-5,24752301989075
"YALI1_F05137g";"YALI1_F05137g";-0,477065753203542;6,35768407701089;-2,3984239477625;0,0214736630752994;0,367378490586461;-3,98063139915519
"YALI1_E41754g";"YALI1_E41754g";1,26583344849973;3,25038635676554;2,39808025784176;0,0214911044216974;0,367378490586461;-3,27229271621096
"YALI1_D26394g";"YALI1_D26394g";-1,40709934293805;4,58885629822695;-2,39360477007741;0,0217193969163745;0,368197964210107;-3,48872766656644
"YALI1_E02000g";"YALI1_E02000g";-0,56521605836238;5,19694788089343;-2,39245566526217;0,0217783651238997;0,368197964210107;-3,8972992765544
"YALI1_A13593g";"YALI1_A13593g";0,275384780190478;8,75154464659516;2,38778929411696;0,0220193187607498;0,370237397960804;-4,53417159118504
"YALI1_F16568g";"YALI1_F16568g";-1,3424172754477;2,89583673281828;-2,37820517348706;0,0225217814507742;0,371882353619646;-3,26361552462993
"YALI1_B24997g";"YALI1_B24997g";1,37324490645344;2,21761610346745;2,37810357311696;0,0225271630681837;0,371882353619646;-3,3192318168799
"YALI1_D26467g";"YALI1_D26467g";-1,1015619025698;2,32841292762598;-2,37667717642923;0,0226028398985243;0,371882353619646;-3,35969800919892
"YALI1_F15695g";"YALI1_F15695g";0,545598707224654;6,55124431516218;2,37452892912709;0,0227172476821096;0,371882353619646;-3,97610584846337
"YALI1_E02529g";"YALI1_E02529g";1,19583229734263;3,07073572660572;2,37368633609888;0,0227622637394292;0,371882353619646;-3,40978193851825
"YALI1_F02794g";"YALI1_F02794g";1,4938554622027;2,86083508557015;2,37219191161166;0,0228423025135239;0,371882353619646;-3,29056207596234
