"";"genes";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"YALI1_A01298g";"YALI1_A01298g";2,56455937383881;7,15380779674065;22,3973066965561;1,62137658991204e-23;4,98897576715935e-20;43,4837109495504
"YALI1_D07252g";"YALI1_D07252g";1,95064143008917;8,85266540308701;14,6041012230334;3,49512389328771e-17;5,37724810982315e-14;29,0128968011749
"YALI1_B05639g";"YALI1_B05639g";3,02336857769865;5,43109600402108;13,3218009741582;6,60291791633332e-16;6,77239280951921e-13;26,1695113142705
"YALI1_F23616g";"YALI1_F23616g";4,12388117834549;4,97112350519939;10,3212971459284;1,38424189084848e-12;9,76961966852316e-10;18,1557340088678
"YALI1_C01505g";"YALI1_C01505g";6,56846088749761;7,63918065955323;10,2713546414426;1,58752350804731e-12;9,76961966852316e-10;16,135486217914
"YALI1_D07257g";"YALI1_D07257g";1,88760554431285;6,14905180357236;9,46273845542845;1,52680600591452e-11;7,82997013366498e-09;16,2298962511018
"YALI1_E08689g";"YALI1_E08689g";2,9261937003261;3,74817798828197;6,90906541871086;3,24193508529054e-08;1,425062036777e-05;8,48289599415006
"YALI1_A01394g";"YALI1_A01394g";-1,11020959413969;7,35295454688469;-6,56369977007327;9,56990892277662e-08;3,68082621942296e-05;7,51200675108366
"YALI1_D16843g";"YALI1_D16843g";0,890101133117811;7,57886731733626;6,01200991677827;5,45261007354553e-07;0,000186418679958884;5,78571165966474
"YALI1_C32850g";"YALI1_C32850g";0,985982205259122;13,8413910010038;5,95418209123738;6,54626791907939e-07;0,000201428663870073;4,75528296063034
"YALI1_B05609g";"YALI1_B05609g";2,8547240942037;2,38234613830292;5,69197775581117;1,49961616748529e-06;0,000419483540668385;5,02817921103524
"YALI1_F21989g";"YALI1_F21989g";-2,34647619289459;3,39880369927737;-5,54415318770883;2,39203318351663e-06;0,000613357175473388;4,72271255169432
"YALI1_D28437g";"YALI1_D28437g";0,841415089902375;7,61666962700179;5,32589574530875;4,76013021121236e-06;0,00112668620460773;3,75393701610516
"YALI1_D06988g";"YALI1_D06988g";1,04866366865299;7,30972158410549;5,26668912218921;5,73486376455118e-06;0,00126044112882314;3,52762840839367
"YALI1_A07161g";"YALI1_A07161g";-2,34656144793074;2,32686221390107;-5,20436080827575;6,9758518152813e-06;0,00143097973570804;3,64411017047389
"YALI1_E29900g";"YALI1_E29900g";-0,469205802544133;9,98290911969221;-5,1372577393561;8,61123936199451e-06;0,00165604896980357;2,57948580379803
"YALI1_C00827g";"YALI1_C00827g";-0,677813356311262;8,63623830492369;-5,07182072562017;1,05712525109827e-05;0,00191339670448787;2,58029466265759
"YALI1_F04345g";"YALI1_F04345g";-3,2865441315082;2,47664417874953;-4,99583613260278;1,34077076296064e-05;0,0022919731320166;2,67492427251022
"YALI1_F15053g";"YALI1_F15053g";0,554507654897816;8,97950221934484;4,72147621743013;3,14810048911751e-05;0,0050982658973761;1,70182497782807
"YALI1_B10933g";"YALI1_B10933g";-0,471852897799218;9,11410058523438;-4,69117011377031;3,45754734548223e-05;0,00531943659102441;1,43033362263651
"YALI1_B03429g";"YALI1_B03429g";0,620857997371234;7,67255115502891;4,63400056716753;4,12516207929627e-05;0,00604434462761648;1,51111392977527
"YALI1_C32844g";"YALI1_C32844g";0,862397548982861;14,2333968386106;4,53545984077548;5,58648936306838e-05;0,00765168661119034;0,275013721139311
"YALI1_D12513g";"YALI1_D12513g";0,33200102366302;14,845818846223;4,50006715255422;6,22715179231472e-05;0,00765168661119034;-0,0801045692703077
"YALI1_C08242g";"YALI1_C08242g";-0,717378680143216;6,12139070612347;-4,49428793845106;6,33841459268284e-05;0,00765168661119034;1,07999673946479
"YALI1_F17637g";"YALI1_F17637g";-0,713235672585467;5,79193783645538;-4,49064580565519;6,40953564241468e-05;0,00765168661119034;1,25077481500363
"YALI1_E01865g";"YALI1_E01865g";0,255111526758665;15,2458446481717;4,48780699936863;6,46551354861712e-05;0,00765168661119034;-0,0755064885232315
"YALI1_E09750g";"YALI1_E09750g";-3,23734744971552;1,68589558556661;-4,42502263156784;7,83397428577117e-05;0,00892782921382144;1,33953585283282
"YALI1_D01497g";"YALI1_D01497g";-0,920395033612385;4,36885361666946;-4,40386109459106;8,35645248627882e-05;0,00918314439295711;1,11787467093625
"YALI1_C29402g";"YALI1_C29402g";1,13662962350575;4,98807754401721;4,35221948702559;9,77934387320341e-05;0,0103762210682231;1,12037947292873
"YALI1_F12895g";"YALI1_F12895g";-1,02646998930026;5,30957171150303;-4,33382234425892;0,000103416063989093;0,0105969883150751;1,00229501163646
"YALI1_B27874g";"YALI1_B27874g";-0,602018333976186;7,61375529688612;-4,32333460149383;0,000106761988224676;0,0105969883150751;0,299809115072413
"YALI1_F09088g";"YALI1_F09088g";-1,23732549302322;4,87098119404742;-4,28934178319546;0,000118352689365812;0,0113803507868314;1,02292492996289
"YALI1_C06753g";"YALI1_C06753g";0,582160218796135;10,3542457257469;4,26443026790813;0,000127621014158444;0,0118996927444101;-0,0405930965540744
"YALI1_D17564g";"YALI1_D17564g";-0,543795889770157;8,98237246414348;-4,2098721344497;0,000150471308671828;0,0135394183135433;-0,131790540808622
"YALI1_C04351g";"YALI1_C04351g";0,347950506510973;9,98141743745833;4,20216313854027;0,000154007033140726;0,0135394183135433;-0,179451287845221
"YALI1_A01430g";"YALI1_A01430g";0,622561251809608;7,44435223818334;4,08298633028267;0,000220192212116709;0,0185394968674583;-0,235790184256718
