"";"genes";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"YALI1_A07538g";"YALI1_A07538g";-0,405304354903132;10,2791855535062;-4,75617187037173;2,82729072852494e-05;0,00483309642870625;2,19194248560092
"YALI1_D32550g";"YALI1_D32550g";-0,342494589777756;13,7854440166466;-4,72464156640786;3,11740128838957e-05;0,00499310512233803;1,74098463608229
"YALI1_E05353g";"YALI1_E05353g";-0,287538611521072;13,376369381423;-4,71163770476728;3,24543719358988e-05;0,00499310512233803;1,69189676219609
"YALI1_E13453g";"YALI1_E13453g";-0,58291715184188;15,2761220207444;-4,4831316624126;6,55875521652227e-05;0,00961013800059;0,748459337239974
"YALI1_D25831g";"YALI1_D25831g";-0,390392731880173;9,44455319821385;-4,45048028275465;7,24781543705503e-05;0,0099405024727193;1,43811631224869
"YALI1_B23866g";"YALI1_B23866g";-0,446830939459003;9,0734008808886;-4,44234247736555;7,43033983986168e-05;0,0099405024727193;1,48722947636172
"YALI1_F13155g";"YALI1_F13155g";-0,399874663737368;9,76148143129512;-4,40646722557807;8,29030469361474e-05;0,0103923863146669;1,2690807718072
"YALI1_F35753g";"YALI1_F35753g";1,36616139920444;3,2192049173325;4,39078837387777;8,69615737207018e-05;0,0103923863146669;1,00031567479417
"YALI1_E23498g";"YALI1_E23498g";-0,685134721383173;6,66771672371992;-4,38758870146076;8,78134690222097e-05;0,0103923863146669;1,41225442050362
"YALI1_F31153g";"YALI1_F31153g";-0,434784945704228;11,4612693664706;-4,24732304536711;0,000134393589050212;0,015315891611389;0,689224991669531
"YALI1_D27133g";"YALI1_D27133g";-0,436600652117127;7,94528648574934;-4,16397620110246;0,00017275461732795;0,0189844984827893;0,694568207454926
"YALI1_F18696g";"YALI1_F18696g";-0,354934532165874;12,3818388647092;-4,10137525281895;0,000208415663033781;0,0221136205225842;-0,166652114109749
"YALI1_F06198g";"YALI1_F06198g";0,80148593479798;7,89689550617276;4,01875135718216;0,000266644967099893;0,027348885458879;0,413831921495913
"YALI1_D28782g";"YALI1_D28782g";-0,508150440945567;9,08138671448402;-3,95051683133244;0,000326429925826967;0,0324008026377283;0,00383630971555959
"YALI1_E28439g";"YALI1_E28439g";-0,364239335898668;10,5583366447655;-3,93922237037343;0,000337509482761166;0,0324536462017533;-0,0796649915373395
"YALI1_E34832g";"YALI1_E34832g";-0,339647534937615;9,94683231481837;-3,90075705228333;0,000378053445558802;0,0352506197571041;-0,177677810363144
"YALI1_D12871g";"YALI1_D12871g";-0,884197125167121;6,12946603572153;-3,8823950756046;0,000399039037117543;0,0361130328591377;0,0155402261548465
"YALI1_D10243g";"YALI1_D10243g";-1,74878615186786;3,20709189586838;-3,84161845318888;0,000449764538876605;0,0395407281749518;-1,15380125275925
"YALI1_F12052g";"YALI1_F12052g";-0,413437728214692;8,91721939277324;-3,81194957303729;0,00049054713500313;0,0411416186429131;-0,351426444131527
"YALI1_D03380g";"YALI1_D03380g";1,19115936868983;3,52745511999881;3,80905297518696;0,000494715596291123;0,0411416186429131;-0,372608348644877
"YALI1_A07608g";"YALI1_A07608g";-0,341583410593554;9,10874135331661;-3,77315865804966;0,000549304686249796;0,0444792241997532;-0,460002382570335
"YALI1_C06929g";"YALI1_C06929g";-0,279940179482766;9,85034316183601;-3,74808813954212;0,000590844978587091;0,0462708695849437;-0,713540867091629
"YALI1_D01548g";"YALI1_D01548g";-3,22625350214109;5,79646314374864;-3,74192898048859;0,000601506266947594;0,0462708695849437;-0,32598979162543
"YALI1_B05730g";"YALI1_B05730g";-0,290229236070232;9,64789995120772;-3,73271814924117;0,000617797804865698;0,0463649718432135;-0,67409738398392
"YALI1_F18641g";"YALI1_F18641g";1,08221234568825;1,13212668149357;3,69936813524897;0,00068042948719912;0,0498495602883736;-0,674494723134845
"YALI1_A06311g";"YALI1_A06311g";-0,30340948608065;11,8507353665269;-3,68109746580712;0,000717298551285251;0,0513285498210399;-1,38937149637211
"YALI1_C17343g";"YALI1_C17343g";0,978987558049328;7,35965059712098;3,61597438676649;0,000865049736069554;0,0604945008610458;-0,624163546517856
"YALI1_D06094g";"YALI1_D06094g";-0,268557847050156;14,1028295623758;-3,58252490886512;0,000951936034892799;0,0645900180759546;-1,77879663771181
"YALI1_B10032g";"YALI1_B10032g";0,382589281341899;7,62642987994608;3,57753515532498;0,000965596630319763;0,0645900180759546;-1,05855000760355
"YALI1_F02993g";"YALI1_F02993g";0,67624111750955;6,30892140658765;3,5696286990819;0,000987629468741677;0,0646582101131519;-0,734535322895355
"YALI1_B18391g";"YALI1_B18391g";-1,29214725156182;4,83502961733001;-3,54175049251427;0,00106924190621432;0,0679661221574554;-0,879528752014254
"YALI1_C25515g";"YALI1_C25515g";-2,15859905991417;4,51852657995498;-3,53747002829428;0,00108233343702155;0,0679661221574554;-0,914454037207667
"YALI1_C02374g";"YALI1_C02374g";-0,463534496794017;9,35854266239005;-3,51423348524889;0,00115613252224629;0,0711483954190367;-1,13227409286929
"YALI1_C33471g";"YALI1_C33471g";-0,38841811241843;8,90173794788983;-3,48623211968622;0,0012514953319472;0,0755068850274811;-1,20824010492418
